Company,Model,Year,Reviewer,Date,Title,Rating,Review
maserati,quattroporte,2005,dane17, 01/14/2013,Looks Good But Hunk Of Junk,2,"This car is strictly ""looks only"", it is not reliable or even close to it.
I have already sank $13,760 in repairs at only 23K miles.
This is totally unacceptable for a $140K car when new.
I am taking it to the auction next week to ""unload"" before it can empty my wallet again.
But if you want a sharp car that sits good in the driveway - this is it!
Just don't drive it anywhere!!"
maserati,quattroporte,2005,grishca, 04/18/2015,"Dangerous Car, Non-existent customer Serivce",2,"Gas pedal got stuck 3 times!!!
We have experienced issues with the car since we got it in April 2014.  Screeching breaks. Radio not working.  Tires rubbing.
Maserati of Bergen and Maserati of North America could not resolve our problems.
They did not have a loaner to offer us since DECEMBER 2014.
Gas pedal got stuck again today for the third time.
Scary!  Stay away"
maserati,quattroporte,2005,Paolo Cristoferro, 10/05/2005,Race Car Performance / Luxurious 4 Door,4,"This most recent iteration of the Maserati Quattroporte is in a class by itself.  The 8 cyl 4.2l dry-sump Maserati engine makes 400 bhp with no turbo or supercharger, far surpassing anything from BMW or Mercedes-Benz. With the engine tucked low and behind the front axle, and the tranny on the rear axel, this 4200 lb luxury sedan handles like an F-16.  Its big sticky Bridgestone runflats keep it glued to the road, encouraging you to accelate through ridiculously tight turns.  The faster you go, the more stable the ride gets!  The sensuous curves of the Pininfarina body put the Quattroporte in sharp contrast to the edgy, techno-bods on the German competitors.  Everywhere I go, heads turn, thumbs go up, and tongues hang out. Outstanding car."
maserati,quattroporte,2005,jimmy, 01/30/2005,Maserati Quattroporte Dream,4,"I have put 3,500 miles on my Maserati Quattroporte so far.  This car is of lots of fun.  It gives you a sense  of power, security, elegance, and speed when you desire."
maserati,quattroporte,2005,voomvoom1977, 12/03/2012,Poor Quality,3,Im having the hardest time figuring out why I $113k car is worst than my 92 chevy cavalier. This car has been in the shop more than I can remember. TOO many problems for a luxury car. Computer sensors/transmission failures/alarm malfunctions/clutch/battery/engine failure systems problems just to name a few. I will NEVER buy another.
maserati,quattroporte,2005,Angry but Hopeful, 09/20/2005,If looks really were everything . . .,3,"Gorgeous sedan over a sports car chassis. I've owned it 20 days; it's been in the shop 6 of those. Of 530 miles since delivery, 162 miles (31%) are repair-related (and that will increase because it's at the dealer again). I'm having horrible flashbacks to my gorgeous '92 Jaguar VandenPlas.  Apparently the notion of competitive benchmarking isn't known in this company; it lacks some features that have been standard in other luxury cars for a decade. I'm praying that the problems will cease because, when I've been able to drive it, it's a really fun car to drive--and I don't mind the head-turning effects, either!  (I'm old enough to know it's the car, not me, causing the head- turning.)"
maserati,quattroporte,2005,murrayr1, 07/28/2005,A Not Ready for Prime Time Player,3,"I have had two, count them two Quattroportes. My first was a disaster. Computer, sensor and transmission failures.  The bright shining star has been the dealership and support. They have ALL been wonderful and tried very hard to make things right.  BUT, my second Q is currently having the transmission re-built. This car is a beauty and fun to drive. It cannot, however be what Maserati would like it to be, an entry level exotic.  I don't know what they are smoking on the other side but someone needs to do some serious re-thinking about quality control in a 100k car.  What I will do? Ball is in Maserati's court to make me real happy.  For now, this is not a prime time player."
maserati,quattroporte,2005,Pennston, 08/11/2005,Class with Flash,4,"This car gives you the feel of the powerful muscle car going thru the gears, but has the luxury features never imagined available with this type automobile. I have yet to take the car out and not get a double take or the typical shout ""What kind of car is that""  The performance and features of the car live up to the impact of the look.  "
maserati,quattroporte,2005,Sobrrr, 05/14/2005,Wow!,5,"I purchased my ""Limited Edition Neiman Marcus Quattroporte"" from the newly opened Penski Wynn dealership in the new 2.7 billion dollar Wynn Hotel Casino and no less than 500 of the people in the crowd to see the new hotel left the crowd they had been waiting in for hours to come over and check out this fine car. One gentleman had his wife take his picture next to it instead of the hotel! This car is a masterpiece of craftmanship. The interior is laid out very well, the leather is incredible, the guages set up in the right places and easy to read. The available features make for a very luxurious car.  The handling is of course superb! "
maserati,quattroporte,2005,LAFORZAGOP, 10/31/2005,The car for real enthusiasts,4,"This car is sick.  My dad bought his this July after driving the likes of the Mercedes-Benz S500, S55 AMG, BMW 745Li, and Jaguar XJR.  Of these cars the Maserati is definately the most special.  It looks like nothing on the road and people will constantly stare and give appeasing gestures.  It drives like a dream.  It corners absolutely ridiculouslt for a 5,000 lb. + four door sedan.  In fact I think it handles better than my Dad's heavily modded Porsche C4.  After driving this car I just don't think its possible to go back to the mass produced German and British cars.  It makes you feel special and you will find yourself just going outside just to look at it.  This is by far the best designed sedan on market today.  "
